instance,alg,candName,targName,conf,realConf,order,AMC_Token_Path,Ontobuilder_Term_Match,WordNet_Jiang_Conrath
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.quantity,PO.Contact.contactEmail,0.215714286,0,588,0.200068682,0.215714286,0.102853284
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactPhone,0.214344538,0,589,0.252738088,0.214344538,0.074135344
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.salesValue,PO.POShipTo.postalCode,0.213888889,0,590,0.25454545,0.213888889,0.063316607
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.salesValue,PO.POBillTo.postalCode,0.213888889,0,591,0.25454545,0.213888889,0.063316607
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street1,0.213852814,0,592,0.267232776,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street2,0.213852814,0,593,0.267232746,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street3,0.213852814,0,594,0.267232776,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.street4,0.213852814,0,595,0.267232746,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.street1,0.213852814,0,596,0.228993222,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.street2,0.213852814,0,597,0.228993222,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.street3,0.213852814,0,598,0.228993237,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.street4,0.213852814,0,599,0.228993222,0.213852814,0.074444118
Excel2CIDX,exactMatch,PurchaseOrder.Header.ourAccountCode,PO.POShipTo.entityidentifider,0.213343519,0,600,0.221725196,0.213343519,0.065484773
Excel2CIDX,exactMatch,PurchaseOrder.Header.ourAccountCode,PO.POBillTo.entityidentifider,0.213343519,0,601,0.209225208,0.213343519,0.065484773
Excel2CIDX,exactMatch,PurchaseOrder.Header.yourAccountCode,PO.POShipTo.entityidentifider,0.213343519,0,602,0.221725196,0.213343519,0.065484773
Excel2CIDX,exactMatch,PurchaseOrder.Header.yourAccountCode,PO.POBillTo.entityidentifider,0.213343519,0,603,0.209225208,0.213343519,0.065484773
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partNumber,PO.POShipTo.attn,0.213333333,0,604,0.211337,0.213333333,0.07729862
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partNumber,PO.POBillTo.attn,0.213333333,0,605,0.19467032,0.213333333,0.07729862
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact,0.212545788,0,606,0.241697207,0.212545788,0.079260676
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO.Contact,0.212545788,0,607,0.257570207,0.212545788,0.079260676
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.quantity,PO.Contact.contactName,0.211471861,0,608,0.217857152,0.211471861,0.120073095
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactFunctionCode,0.211068849,0,609,0.277142853,0.211068849,0.087246108
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.itemNumber,PO.POLines.Item.unitPrice,0.21,0,610,0.468333334,0.21,0.096278243
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POShipTo,0.209924242,0,611,0.233255625,0.209924242,0.07654534
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactFunctionCode,0.209799007,0,612,0.289177448,0.209799007,0.110619195
Excel2CIDX,exactMatch,PurchaseOrder.Footer.totalValue,PO.POShipTo.stateProvince,0.209529915,0,613,0.274166673,0.209529915,0.082469801
Excel2CIDX,exactMatch,PurchaseOrder.Footer.totalValue,PO.POBillTo.stateProvince,0.209529915,0,614,0.281666696,0.209529915,0.082469801
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.Contact.contactPhone,0.209084416,0,615,0.248773411,0.209084416,0.081311541
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POLines.Item.line,0.208974359,0,616,0.344180822,0.208974359,0.078154674
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO.POLines.Item.line,0.208974359,0,617,0.310089886,0.208974359,0.078154674
Excel2CIDX,exactMatch,PurchaseOrder.Header,PO.POShipTo.postalCode,0.208888889,0,618,0.269791663,0.208888889,0.118531385
Excel2CIDX,exactMatch,PurchaseOrder.Header,PO.POBillTo.postalCode,0.208888889,0,619,0.254166663,0.208888889,0.118531385
Excel2CIDX,exactMatch,PurchaseOrder,PO.POHeader.poNumber,0.20883547,0,620,0.337435871,0.20883547,0.0726548
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POShipTo.stateProvince,0.208617216,0,621,0.405714273,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POBillTo.stateProvince,0.208617216,0,622,0.405714273,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POShipTo.stateProvince,0.208617216,0,623,0.441428572,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POBillTo.stateProvince,0.208617216,0,624,0.441428572,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POShipTo.stateProvince,0.208617216,0,625,0.24193123,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POBillTo.stateProvince,0.208617216,0,626,0.228042334,0.208617216,0.088073511
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.Contact.contactEmail,0.208311688,0,627,0.205977336,0.208311688,0.081311541
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.quantity,PO.Contact.contactPhone,0.207911255,0,628,0.241964281,0.207911255,0.102853284
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.POLines.Item.line,0.206666667,0,629,0.3934066,0.206666667,0.072077042
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POLines.Item.unitPrice,0.205952381,0,630,0.359090894,0.205952381,0.097700198
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.country,PO.POLines.Item.unitPrice,0.205952381,0,631,0.347727269,0.205952381,0.097700198
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.count,0.205757576,0,632,0.31633696,0.205757576,0.110558503
Excel2CIDX,exactMatch,PurchaseOrder.Header.ourAccountCode,PO.POLines.startAt,0.205586081,0,633,0.233717948,0.205586081,0.068200079
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.Contact.contactName,0.205584416,0,634,0.227344885,0.205584416,0.19130534
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POLines.Item.uom,0.205555556,0,635,0.500480771,0.205555556,0
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POLines.Item.qty,0.205555556,0,636,0.500480771,0.205555556,0
Excel2CIDX,exactMatch,PurchaseOrder.Header,PO.POHeader.poNumber,0.205555556,0,637,0.531196535,0.205555556,0.074480559
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.companyName,PO.POHeader.poNumber,0.204989177,0,638,0.386813194,0.204989177,0.081289562
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.companyName,PO.POHeader.poNumber,0.204989177,0,639,0.358241737,0.204989177,0.081289562
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.companyName,PO.POHeader.poNumber,0.204989177,0,640,0.459951192,0.204989177,0.081289562
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POHeader.poNumber,0.203968254,0,641,0.416535825,0.203968254,0.062575839
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO.POShipTo.stateProvince,0.202863248,0,642,0.236458331,0.202863248,0
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO.POBillTo.stateProvince,0.202863248,0,643,0.220833331,0.202863248,0
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item,0.201948052,0,644,0.455384642,0.201948052,0.077537446
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POShipTo.postalCode,0.201313131,0,645,0.292010993,0.201313131,0.087499583
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POBillTo.postalCode,0.201313131,0,646,0.267217606,0.201313131,0.087499583
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POShipTo.attn,0.2,0,647,0.207211539,0.2,0.062054939
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POBillTo.attn,0.2,0,648,0.187980771,0.2,0.062054939
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.attn,0.2,0,649,0.378241718,0.2,0.066828689
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.attn,0.2,0,650,0.38895601,0.2,0.066828689
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.Item.line,0.2,0,651,0.34609893,0.2,0.078598286
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POShipTo.attn,0.2,0,652,0.378241748,0.2,0.066828689
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POBillTo.attn,0.2,0,653,0.38895604,0.2,0.066828689
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POLines.Item.line,0.2,0,654,0.299670309,0.2,0.078598286
Excel2CIDX,exactMatch,PurchaseOrder.Header.yourAccountCode,PO.POLines.startAt,0.199285714,0,655,0.233717948,0.199285714,0.068200079
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactEmail,0.199093407,0,656,0.251813203,0.199093407,0.079260676
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO.Contact.contactEmail,0.199093407,0,657,0.251813203,0.199093407,0.079260676
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.count,0.19872549,0,658,0.305622727,0.19872549,0.065302318
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POHeader.poNumber,0.198412698,0,659,0.382325977,0.198412698,0.074135344
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POHeader.poNumber,0.198412698,0,660,0.346611708,0.198412698,0.074135344
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POHeader.poNumber,0.198412698,0,661,0.475719482,0.198412698,0.074135344
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.itemNumber,PO.Contact.contactName,0.196655844,0,662,0.266964287,0.196655844,0.105820597
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.telephone,PO.POHeader.poDate,0.196296296,0,663,0.371381879,0.196296296,0.061878299
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.telephone,PO.POHeader.poDate,0.196296296,0,664,0.33566758,0.196296296,0.061878299
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.telephone,PO.POHeader.poDate,0.196296296,0,665,0.460463315,0.196296296,0.061878299
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactName,0.196260221,0,666,0.455643713,0.196260221,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactName,0.196260221,0,667,0.471516728,0.196260221,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactName,0.196260221,0,668,0.445138901,0.196260221,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.Contact.contactName,0.195987395,0,669,0.272142857,0.195987395,0.0826821
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.telephone,PO.Contact.contactEmail,0.195873016,0,670,0.429086953,0.195873016,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.telephone,PO.Contact.contactEmail,0.195873016,0,671,0.429086953,0.195873016,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.telephone,PO.Contact.contactEmail,0.195873016,0,672,0.391452998,0.195873016,0.105305437
Excel2CIDX,exactMatch,PurchaseOrder.Items.itemCount,PO.POShipTo.stateProvince,0.195641026,0,673,0.225384623,0.195641026,0.079315527
Excel2CIDX,exactMatch,PurchaseOrder.Items.itemCount,PO.POBillTo.stateProvince,0.195641026,0,674,0.209999993,0.195641026,0.079315527
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.POHeader,0.195630252,0,675,0.271062255,0.195630252,0.074480559
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.telephone,PO.POShipTo.stateProvince,0.19545584,0,676,0.389033198,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.telephone,PO.POBillTo.stateProvince,0.19545584,0,677,0.389033198,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.telephone,PO.POShipTo.stateProvince,0.19545584,0,678,0.421500713,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.telephone,PO.POBillTo.stateProvince,0.19545584,0,679,0.421500713,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.telephone,PO.POShipTo.stateProvince,0.19545584,0,680,0.244404748,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.telephone,PO.POBillTo.stateProvince,0.19545584,0,681,0.243015856,0.19545584,0.093235372
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines.Item.line,0.194281046,0,682,0.435631007,0.194281046,0.083365193
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POLines,0.193813131,0,683,0.279458046,0.193813131,0.08967015
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.Contact.contactFunctionCode,0.192947155,0,684,0.322727293,0.192947155,0.087960576
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO.Contact.contactFunctionCode,0.192947155,0,685,0.33571431,0.192947155,0.087960576
Excel2CIDX,exactMatch,PurchaseOrder.Header.ourAccountCode,PO.POHeader,0.190689866,0,686,0.453754604,0.190689866,0.118531385
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POHeader,0.190479798,0,687,0.250291377,0.190479798,0.096805806
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POShipTo.entityidentifider,0.190425261,0,688,0.423608333,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POBillTo.entityidentifider,0.190425261,0,689,0.423608333,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.contactName,PO.POShipTo.entityidentifider,0.190425261,0,690,0.393012166,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.contactName,PO.POBillTo.entityidentifider,0.190425261,0,691,0.393012166,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.entityidentifider,0.190425261,0,692,0.392199844,0.190425261,0.078257844
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.entityidentifider,0.190425261,0,693,0.384748876,0.190425261,0.078257844
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POShipTo.entityidentifider,0.190425261,0,694,0.413378119,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POBillTo.entityidentifider,0.190425261,0,695,0.413378119,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.contactName,PO.POShipTo.entityidentifider,0.190425261,0,696,0.383804977,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.contactName,PO.POBillTo.entityidentifider,0.190425261,0,697,0.383804977,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.country,PO.POShipTo.entityidentifider,0.190425261,0,698,0.382992685,0.190425261,0.078257844
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.country,PO.POBillTo.entityidentifider,0.190425261,0,699,0.375541687,0.190425261,0.078257844
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POShipTo.entityidentifider,0.190425261,0,700,0.202156514,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POBillTo.entityidentifider,0.190425261,0,701,0.186531514,0.190425261,0.070251193
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.contactName,PO.POShipTo.entityidentifider,0.190425261,0,702,0.192766562,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.contactName,PO.POBillTo.entityidentifider,0.190425261,0,703,0.178877667,0.190425261,0.074065475
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POShipTo.entityidentifider,0.18963161,0,704,0.216178939,0.18963161,0.070855287
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.POBillTo.entityidentifider,0.18963161,0,705,0.196948171,0.18963161,0.070855287
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitPrice,PO.POShipTo.entityidentifider,0.18963161,0,706,0.227558523,0.18963161,0.114442919
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitPrice,PO.POBillTo.entityidentifider,0.18963161,0,707,0.219780758,0.18963161,0.114442919
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POShipTo.entityidentifider,0.18963161,0,708,0.251676589,0.18963161,0.113329469
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POBillTo.entityidentifider,0.18963161,0,709,0.22413224,0.18963161,0.113329469
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.yourPartnerNumber,PO.POLines,0.189122316,0,710,0.278469682,0.189122316,0.083365193
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO.POLines.Item,0.188974359,0,711,0.32324177,0.188974359,0.071055337
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO.POLines.Item,0.188974359,0,712,0.276813179,0.188974359,0.071055337
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.companyName,PO.Contact.contactFunctionCode,0.187618802,0,713,0.468831152,0.187618802,0.10605592
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.companyName,PO.Contact.contactFunctionCode,0.187618802,0,714,0.481818169,0.187618802,0.10605592
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.companyName,PO.Contact.contactFunctionCode,0.187618802,0,715,0.454761922,0.187618802,0.10605592
Excel2CIDX,exactMatch,PurchaseOrder.Header.yourAccountCode,PO.POHeader,0.187460317,0,716,0.453754604,0.187460317,0.118531385
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POLines.count,0.187,0,717,0.321855903,0.187,0.063870091
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POLines.count,0.187,0,718,0.274236858,0.187,0.063870091
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.itemNumber,PO.POHeader.poDate,0.186666667,0,719,0.310416669,0.186666667,0.070596356
Excel2CIDX,exactMatch,PurchaseOrder,PO.POShipTo.stateProvince,0.186538462,0,720,0.210714296,0.186538462,0.104628757
Excel2CIDX,exactMatch,PurchaseOrder,PO.POBillTo.stateProvince,0.186538462,0,721,0.192857146,0.186538462,0.104628757
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.stateProvince,PO,0.185769231,0,722,0.200480774,0.185769231,0
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.stateProvince,PO,0.185769231,0,723,0.218337923,0.185769231,0
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO.POShipTo.country,0.185714286,0,724,0.219427004,0.185714286,0
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO.POBillTo.country,0.185714286,0,725,0.20156987,0.185714286,0
Excel2CIDX,exactMatch,PurchaseOrder,PO.Contact.contactFunctionCode,0.185317215,0,726,0.273809522,0.185317215,0.085258355
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.salesValue,PO.POLines,0.184444444,0,727,0.269230783,0.184444444,0.073278182
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POShipTo.city,0.184285714,0,728,0.412332118,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact,PO.POBillTo.city,0.184285714,0,729,0.412332118,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POShipTo.city,0.184285714,0,730,0.413003623,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.country,PO.POBillTo.city,0.184285714,0,731,0.399670333,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.Contact,0.184285714,0,732,0.240659341,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POShipTo.country,0.184285714,0,733,0.421575069,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Address.city,PO.POBillTo.country,0.184285714,0,734,0.418956041,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POShipTo.city,0.184285714,0,735,0.412332118,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact,PO.POBillTo.city,0.184285714,0,736,0.412332118,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.country,PO.POShipTo.city,0.184285714,0,737,0.413003623,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.country,PO.POBillTo.city,0.184285714,0,738,0.399670333,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.Contact,0.184285714,0,739,0.25851649,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POShipTo.country,0.184285714,0,740,0.421575069,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Address.city,PO.POBillTo.country,0.184285714,0,741,0.418956041,0.184285714,0.080802404
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POShipTo.city,0.184285714,0,742,0.181284338,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact,PO.POBillTo.city,0.184285714,0,743,0.165659338,0.184285714,0.072294916
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.itemNumber,PO.POShipTo.stateProvince,0.183696581,0,744,0.217051268,0.183696581,0.080835179
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.itemNumber,PO.POBillTo.stateProvince,0.183696581,0,745,0.201666668,0.183696581,0.080835179
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.startAt,0.183679654,0,746,0.299267381,0.183679654,0.090725645
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.Contact.contactEmail,0.182698413,0,747,0.223150209,0.182698413,0.1049045
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.POHeader.poDate,0.1825,0,748,0.292424262,0.1825,0.081528446
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitPrice,PO.Contact.contactName,0.182251082,0,749,0.22380951,0.182251082,0.087370584
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.POLines.Item.uom,0.182222222,0,750,0.3934066,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.POLines.Item.qty,0.182222222,0,751,0.3934066,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.e-mail,PO.POLines.Item.uom,0.182222222,0,752,0.309519261,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.e-mail,PO.POLines.Item.uom,0.182222222,0,753,0.259519279,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.e-mail,PO.POLines.Item.uom,0.182222222,0,754,0.192700654,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO.POLines.count,0.182222222,0,755,0.18119657,0.182222222,0
Excel2CIDX,exactMatch,PurchaseOrder.Header.orderNum,PO.Contact.contactFunctionCode,0.182142611,0,756,0.264880955,0.182142611,0.086794726
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.unitOfMeasure,PO.POLines.Item.partNo,0.181060606,0,757,0.455952376,0.181060606,0.120588391
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo.Contact.contactName,PO.POLines.Item.unitPrice,0.180584416,0,758,0.35129869,0.180584416,0.091320986
Excel2CIDX,exactMatch,PurchaseOrder.InvoiceTo.Contact.contactName,PO.POLines.Item.unitPrice,0.180584416,0,759,0.33214286,0.180584416,0.091320986
Excel2CIDX,exactMatch,PurchaseOrder.Header.Contact.contactName,PO.POLines.Item.unitPrice,0.180584416,0,760,0.248809546,0.180584416,0.091320986
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item,PO.Contact.contactEmail,0.179761905,0,761,0.163893253,0.179761905,0.066740745
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.quantity,PO.POLines.startAt,0.179722222,0,762,0.278205127,0.179722222,0.110748842
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.POShipTo.entityidentifider,0.17963161,0,763,0.204204485,0.17963161,0.070855287
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.POBillTo.entityidentifider,0.17963161,0,764,0.182226464,0.17963161,0.070855287
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POShipTo.postalCode,0.17952381,0,765,0.453968257,0.17952381,0.050595001
Excel2CIDX,exactMatch,PurchaseOrder.DeliverTo,PO.POBillTo.postalCode,0.17952381,0,766,0.453968257,0.17952381,0.050595001
Excel2CIDX,exactMatch,PurchaseOrder.Header.orderDate,PO.Contact.contactFunctionCode,0.179364834,0,767,0.278273821,0.179364834,0.079907663
Excel2CIDX,exactMatch,PurchaseOrder.Items,PO.Contact.contactEmail,0.178095238,0,768,0.160760075,0.178095238,0.066740745
Excel2CIDX,exactMatch,PurchaseOrder.Items.Item.partDescription,PO.Contact,0.177835498,0,769,0.205350891,0.177835498,0.081311541
Excel2CIDX,exactMatch,PurchaseOrder.Items.itemCount,PO.POLines.Item.line,0.177777778,0,770,0.467094064,0.177777778,0.067644177
Excel2CIDX,exactMatch,PurchaseOrder.Footer,PO,0.177777778,0,771,0.180128202,0.177777778,0
